2011-02-10 19:29:11 Notice: Notice (8): Undefined variable: response in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 113]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 227]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 227]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 240]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 241]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 242]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 243]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:04:52 Notice: Notice (8): Undefined variable: planificaciones in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 468]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 504]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 505]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 506]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 507]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 508]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 509]
2011-07-03 22:04:52 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 636]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 226]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 226]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 226]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 227]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 227]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 227]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 228]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 229]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 240]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 241]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 242]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 243]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:01 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-03 22:14:02 Notice: Notice (8): Undefined variable: planificaciones in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 468]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 494]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 495]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 496]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 497]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 504]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 505]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 506]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 507]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 508]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 509]
2011-07-03 22:14:02 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 636]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 233]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 234]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 235]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 236]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 240]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 240]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 241]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 241]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 242]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 242]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 243]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 243]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 247]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 248]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 249]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 6 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 250]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 254]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 3 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 254]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 4 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 254]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 1 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 254]
2011-07-07 14:39:15 Notice: Notice (8): Undefined offset: 5 in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 254]
